1,119406359,13261847459712,3,-50,-60,187
1,119406360,13261847459812,3,-48,-54,198
1,119406361,13261847460024,3,-43,-51,210
1,119406362,13261847460108,3,-39,-55,228
1,119406363,13261847460312,3,-38,-49,243
1,119406364,13261847460481,3,-35,-45,242
1,119406365,13261847460608,3,-32,-37,250
1,119406366,13261847460808,3,-26,-34,261
1,119406367,13261847460908,3,-21,-36,272
1,119406368,13261847461108,3,-17,-31,286
1,119406369,13261847461208,3,-15,-25,286
1,119406370,13261847461389,3,-11,-17,287
1,119406371,13261847461617,3,-6,-15,300
1,119406372,13261847461708,3,1,-16,306
1,119406373,13261847461917,3,2,-7,313
1,119406374,13261847462010,3,3,0,310
1,119406375,13261847462217,3,10,1,315
1,119406376,13261847462308,3,15,0,322
1,119406377,13261847462508,3,16,8,327
1,119406378,13261847462611,3,18,17,325
1,119406379,13261847462817,3,22,18,323
1,119406380,13261847462911,3,28,19,332
1,119406381,13261847463117,3,28,24,338
1,119406382,13261847463208,3,30,29,332
1,119406383,13261847463408,3,32,35,332
1,119406384,13261847463523,3,35,38,338
1,119406385,13261847463712,3,38,37,343
1,119406386,13261847463908,3,38,46,339
1,119406387,13261847464012,3,38,54,339
1,119406388,13261847464152,3,42,55,336
1,119406389,13261847464312,3,46,55,344
1,119406390,13261847464521,3,44,61,347
1,119406391,13261847464608,3,46,63,341
1,119406392,13261847464817,3,46,71,338
1,119406393,13261847465017,3,49,74,344
1,119406394,13261847465095,3,50,70,347
1,119406395,13261847465321,3,49,76,344
1,119406396,13261847465408,3,49,84,343
1,119406397,13261847465611,3,50,84,339
1,119406398,13261847465720,3,53,83,343
1,119406399,13261847465917,3,50,87,347
1,119406400,13261847466007,3,50,88,339
1,119406401,13261847466208,3,50,93,338
1,119406402,13261847466421,3,51,94,341
1,119406403,13261847466508,3,52,90,346
1,119406404,13261847466708,3,49,95,342
1,119406405,13261847466812,3,48,102,340
1,119406406,13261847466955,3,49,97,336
1,119406407,13261847467121,3,48,98,342
1,119406408,13261847467311,3,47,97,347
1,119406409,13261847467508,3,45,100,339
1,119406410,13261847467608,3,44,103,337
1,119406411,13261847467814,3,45,102,340
1,119406412,13261847467912,3,47,95,343
1,119406413,13261847468121,3,43,99,348
1,119406414,13261847468217,3,42,101,342
1,119406415,13261847468408,3,43,100,338
1,119406416,13261847468608,3,40,99,347
1,119406417,13261847468708,3,39,93,349
1,119406418,13261847468921,3,40,94,347
1,119406419,13261847469017,3,37,98,346
1,119406420,13261847469217,3,39,92,344
1,119406421,13261847469308,3,40,87,351
1,119406422,13261847469517,3,38,89,354
1,119406423,13261847469613,3,36,87,350
1,119406424,13261847469808,3,37,89,345
1,119406425,13261847470008,3,37,86,355
1,119406426,13261847470111,3,36,81,357
1,119406427,13261847470308,3,36,80,355
1,119406428,13261847470417,3,34,84,353
1,119406429,13261847470611,3,36,79,350
1,119406430,13261847470708,3,37,74,355
1,119406431,13261847470912,3,35,73,360
1,119406432,13261847471017,3,33,71,356
1,119406433,13261847471217,3,34,72,349
1,119406434,13261847471317,3,32,69,359
1,119406435,13261847471508,3,31,63,358
1,119406436,13261847471712,3,30,62,356
1,119406437,13261847471808,3,25,67,355
1,119406438,13261847472008,3,27,59,352
1,119406439,13261847472108,3,26,56,358
1,119406440,13261847472320,3,22,55,362
1,119406441,13261847472411,3,18,54,357
1,119406442,13261847472612,3,19,55,353
1,119406443,13261847472827,3,16,52,362
1,119406444,13261847472911,3,11,47,364
1,119406445,13261847473121,3,10,47,365
1,119406446,13261847473217,3,4,51,362
1,119406447,13261847473380,3,2,47,368
1,119406448,13261847473508,3,1,40,375
1,119406449,13261847473712,3,-2,41,380
1,119406450,13261847473827,3,-7,46,380
1,119406451,13261847474008,3,-8,41,380
1,119406452,13261847474121,3,-9,38,390
1,119406453,13261847474611,3,-13,38,403
1,119406454,13261847474615,3,-15,39,400
1,119406455,13261847474619,3,-14,40,404
1,119406456,13261847474808,3,-17,38,416
1,119406457,13261847474921,3,-17,33,423
1,119406458,13261847475112,3,-17,36,432
1,119406459,13261847475221,3,-18,38,435
1,119406460,13261847475412,3,-16,38,437
1,119406461,13261847475558,3,-15,38,452
1,119406462,13261847475708,3,-14,33,460
1,119406463,13261847475931,3,-13,33,465
1,119406464,13261847476017,3,-13,40,471
1,119406465,13261847476208,3,-11,39,476
1,119406466,13261847476308,3,-5,36,487
1,119406467,13261847476466,3,-6,37,502
1,119406468,13261847476612,3,0,36,501
1,119406469,13261847476817,3,3,41,502
1,119406470,13261847476908,3,8,42,517
1,119406471,13261847477108,3,11,39,528
1,119406472,13261847477317,3,16,39,528
1,119406473,13261847477397,3,19,46,530
1,119406474,13261847477608,3,27,44,537
1,119406475,13261847477708,3,33,40,548
1,119406476,13261847477913,3,39,44,553
1,119406477,13261847478017,3,43,49,555
1,119406478,13261847478208,3,51,49,551
1,119406479,13261847478312,3,59,46,564
1,119406480,13261847478508,3,62,47,570
1,119406481,13261847478694,3,71,47,568
1,119406482,13261847478812,3,75,55,567
1,119406483,13261847479008,3,85,52,574
1,119406484,13261847479112,3,92,49,577
1,119406485,13261847479312,3,98,51,582
1,119406486,13261847479412,3,102,57,577
1,119406487,13261847479608,3,111,56,571
1,119406488,13261847479808,3,120,57,579
1,119406489,13261847479908,3,128,53,581
1,119406490,13261847480108,3,136,55,577
1,119406491,13261847480208,3,142,61,576
1,119406492,13261847480408,3,149,59,569
1,119406493,13261847480512,3,157,58,574
1,119406494,13261847480708,3,161,58,575
1,119406495,13261847480917,3,169,61,564
1,119406496,13261847481021,3,174,66,558
1,119406497,13261847481208,3,182,63,554
1,119406498,13261847481321,3,190,59,553
1,119406499,13261847481482,3,192,63,555
1,119406500,13261847481624,3,196,64,540
1,119406501,13261847481824,3,200,70,532
1,119406502,13261847482012,3,205,69,527
1,119406503,13261847482117,3,210,65,522
1,119406504,13261847482308,3,212,67,520
1,119406505,13261847482512,3,215,67,506
1,119406506,13261847482608,3,218,71,496
1,119406507,13261847482827,3,220,71,495
1,119406508,13261847482908,3,222,67,488
1,119406509,13261847483121,3,219,71,485
1,119406510,13261847483217,3,220,72,469
1,119406511,13261847483408,3,222,75,458
1,119406512,13261847483608,3,223,74,457
1,119406513,13261847483712,3,223,69,452
1,119406514,13261847483908,3,221,71,448
1,119406515,13261847484019,3,218,74,437
1,119406516,13261847484208,3,219,75,425
1,119406517,13261847484321,3,218,74,427
1,119406518,13261847484508,3,214,70,423
1,119406519,13261847484721,3,211,74,415
1,119406520,13261847484812,3,207,80,407
1,119406521,13261847485008,3,209,78,394
1,119406522,13261847485165,3,208,77,398
1,119406523,13261847485312,3,204,72,397
1,119406524,13261847485517,3,202,74,390
1,119406525,13261847485618,3,199,80,383
1,119406526,13261847485812,3,200,78,374
1,119406527,13261847485908,3,197,76,378
1,119406528,13261847486077,3,193,76,380
1,119406529,13261847486317,3,190,76,368
1,119406530,13261847486417,3,188,82,363
1,119406531,13261847486609,3,187,79,357
1,119406532,13261847486708,3,186,77,360
1,119406533,13261847486918,3,183,77,363
1,119406534,13261847487042,3,181,78,351
1,119406535,13261847487208,3,178,83,348
1,119406536,13261847487427,3,177,81,346
1,119406537,13261847487508,3,174,78,347
1,119406538,13261847487708,3,171,80,352
1,119406539,13261847487911,3,170,81,339
1,119406540,13261847488008,3,169,84,335
1,119406541,13261847488217,3,169,83,336
1,119406542,13261847488321,3,168,77,336
1,119406543,13261847488508,3,164,81,341
1,119406544,13261847488708,3,161,82,330
1,119406545,13261847488808,3,160,85,325
1,119406546,13261847489008,3,157,85,329
1,119406547,13261847489112,3,158,80,329
1,119406548,13261847489308,3,154,83,330
1,119406549,13261847489412,3,152,85,321
1,119406550,13261847489612,3,152,86,316
1,119406551,13261847489777,3,151,86,323
1,119406552,13261847489912,3,151,79,324
1,119406553,13261847490117,3,147,84,324
1,119406554,13261847490213,3,143,87,318
1,119406555,13261847490421,3,144,86,310
1,119406556,13261847490521,3,144,86,317
1,119406557,13261847490689,3,142,83,318
1,119406558,13261847490908,3,140,85,314
1,119406559,13261847491008,3,137,89,312
1,119406560,13261847491208,3,140,85,306
1,119406561,13261847491408,3,140,85,312
1,119406562,13261847491512,3,136,84,316
1,119406563,13261847491637,3,134,84,309
1,119406564,13261847491817,3,133,89,307
1,119406565,13261847492017,3,133,87,301
1,119406566,13261847492112,3,134,84,307
1,119406567,13261847492312,3,131,86,313
1,119406568,13261847492521,3,130,84,305
1,119406569,13261847492621,3,129,87,301
1,119406570,13261847492812,3,130,86,300
1,119406571,13261847492908,3,129,83,304
1,119406572,13261847493109,3,125,85,312
1,119406573,13261847493317,3,124,85,301
1,119406574,13261847493408,3,123,89,298
1,119406575,13261847493617,3,123,88,299
1,119406576,13261847493708,3,124,83,302
1,119406577,13261847493908,3,121,86,310
1,119406578,13261847494108,3,120,86,300
1,119406579,13261847494208,3,120,87,294
1,119406580,13261847494370,3,120,88,301
1,119406581,13261847494512,3,119,83,301
1,119406582,13261847494708,3,118,87,305
1,119406583,13261847494812,3,115,91,297
1,119406584,13261847495012,3,117,90,291
1,119406585,13261847495208,3,116,87,300
1,119406586,13261847495297,3,116,83,302
1,119406587,13261847495517,3,114,87,303
1,119406588,13261847495612,3,113,91,298
1,119406589,13261847495821,3,113,87,291
1,119406590,13261847496012,3,113,88,299
1,119406591,13261847496117,3,112,85,301
1,119406592,13261847496312,3,112,87,298
1,119406593,13261847496408,3,109,91,296
1,119406594,13261847496627,3,110,88,289
1,119406595,13261847496812,3,111,87,297
1,119406596,13261847496908,3,111,86,301
1,119406597,13261847497108,3,109,86,296
1,119406598,13261847497208,3,107,90,294
1,119406599,13261847497408,3,109,88,289
1,119406600,13261847497508,3,110,86,297
1,119406601,13261847497708,3,108,86,303
1,119406602,13261847497908,3,107,86,294
1,119406603,13261847498012,3,107,91,292
1,119406604,13261847498208,3,107,87,289
1,119406605,13261847498312,3,108,84,295
1,119406606,13261847498512,3,106,87,304
1,119406607,13261847498621,3,104,87,293
1,119406608,13261847498812,3,105,92,291
1,119406609,13261847499025,3,104,88,291
1,119406610,13261847499130,3,106,84,296
1,119406611,13261847499310,3,103,87,302
1,119406612,13261847499511,3,102,88,293
1,119406613,13261847499608,3,103,90,288
1,119406614,13261847499808,3,104,88,294
1,119406615,13261847499911,3,104,85,296
1,119406616,13261847500071,3,102,88,300
1,119406617,13261847500208,3,100,91,292
1,119406618,13261847500412,3,102,89,287
1,119406619,13261847500620,3,102,89,295
1,119406620,13261847500708,3,102,85,295
1,119406621,13261847500908,3,101,87,299
1,119406622,13261847501004,3,99,90,295
1,119406623,13261847501208,3,100,89,287
1,119406624,13261847501321,3,101,89,294
1,119406625,13261847501508,3,100,86,296
1,119406626,13261847501717,3,99,87,294
1,119406627,13261847501810,3,97,91,292
1,119406628,13261847502008,3,98,87,288
1,119406629,13261847502112,3,100,87,293
1,119406630,13261847502311,3,98,86,301
1,119406631,13261847502509,3,97,86,292
1,119406632,13261847502621,3,98,90,288
1,119406633,13261847502812,3,98,89,294
1,119406634,13261847502908,3,98,83,296
1,119406635,13261847503122,3,97,86,294
1,119406636,13261847503217,3,95,91,293
1,119406637,13261847503417,3,97,89,288
1,119406638,13261847503508,3,98,86,292
1,119406639,13261847503665,3,97,86,300
1,119406640,13261847503808,3,95,86,292
1,119406641,13261847504008,3,95,89,288
1,119406642,13261847504212,3,97,89,295
1,119406643,13261847504308,3,97,85,295
1,119406644,13261847504508,3,94,86,295
1,119406645,13261847504608,3,94,93,292
1,119406646,13261847504808,3,95,88,286
1,119406647,13261847504917,3,96,86,291
1,119406648,13261847505108,3,95,86,301
1,119406649,13261847505211,3,93,85,292
1,119406650,13261847505412,3,93,90,287
1,119406651,13261847505624,3,95,89,294
1,119406652,13261847505717,3,95,85,295
1,119406653,13261847505908,3,94,86,295
1,119406654,13261847506008,3,92,93,292
1,119406655,13261847506208,3,94,87,286
