1,119406268,13261847445508,3,104,89,254
1,119406269,13261847445602,3,104,94,253
1,119406270,13261847445808,3,104,90,253
1,119406271,13261847445917,3,105,87,256
1,119406272,13261847446108,3,104,90,260
1,119406273,13261847446308,3,103,89,253
1,119406274,13261847446408,3,105,91,247
1,119406275,13261847446612,3,104,91,255
1,119406276,13261847446708,3,103,88,254
1,119406277,13261847446917,3,102,90,257
1,119406278,13261847447008,3,101,91,249
1,119406279,13261847447208,3,103,92,242
1,119406280,13261847447408,3,104,91,251
1,119406281,13261847447508,3,103,87,252
1,119406282,13261847447711,3,103,89,250
1,119406283,13261847447808,3,102,93,247
1,119406284,13261847448008,3,101,91,238
1,119406285,13261847448121,3,102,92,246
1,119406286,13261847448308,3,101,87,246
1,119406287,13261847448508,3,100,89,242
1,119406288,13261847448608,3,99,94,239
1,119406289,13261847448808,3,100,90,234
1,119406290,13261847448911,3,99,90,239
1,119406291,13261847449120,3,98,88,242
1,119406292,13261847449262,3,99,88,234
1,119406293,13261847449408,3,98,92,229
1,119406294,13261847449631,3,98,91,232
1,119406295,13261847449708,3,97,87,233
1,119406296,13261847449908,3,96,89,231
1,119406297,13261847450021,3,92,93,226
1,119406298,13261847450187,3,94,88,219
1,119406299,13261847450312,3,94,87,224
1,119406300,13261847450527,3,93,88,227
1,119406301,13261847450608,3,90,88,217
1,119406302,13261847450817,3,90,88,213
1,119406303,13261847451008,3,90,88,217
1,119406304,13261847451114,3,90,85,214
1,119406305,13261847451308,3,87,87,212
1,119406306,13261847451411,3,84,91,206
1,119406307,13261847451611,3,85,85,198
1,119406308,13261847451711,3,84,85,202
1,119406309,13261847451912,3,82,85,206
1,119406310,13261847452022,3,80,85,195
1,119406311,13261847452212,3,79,87,190
1,119406312,13261847452421,3,77,85,194
1,119406313,13261847452517,3,77,79,193
1,119406314,13261847452708,3,73,82,190
1,119406315,13261847452817,3,69,85,184
1,119406316,13261847452962,3,68,81,175
1,119406317,13261847453112,3,67,77,180
1,119406318,13261847453308,3,64,76,186
1,119406319,13261847453517,3,60,75,172
1,119406320,13261847453621,3,58,76,169
1,119406321,13261847453821,3,57,74,173
1,119406322,13261847453917,3,54,66,175
1,119406323,13261847454054,3,52,69,172
1,119406324,13261847454221,3,50,71,170
1,119406325,13261847454408,3,52,65,162
1,119406326,13261847454508,3,52,60,169
1,119406327,13261847454721,3,51,58,176
1,119406328,13261847454909,3,49,54,167
1,119406329,13261847454980,3,51,54,163
1,119406330,13261847455208,3,53,51,169
1,119406331,13261847455317,3,57,45,170
1,119406332,13261847455513,3,59,46,168
1,119406333,13261847455608,3,60,44,162
1,119406334,13261847455808,3,67,41,154
1,119406335,13261847455908,3,71,32,154
1,119406336,13261847456108,3,75,35,153
1,119406337,13261847456220,3,76,26,133
1,119406338,13261847456417,3,80,33,119
1,119406339,13261847456520,3,79,21,117
1,119406340,13261847456711,3,81,22,105
1,119406341,13261847456908,3,73,16,88
1,119406342,13261847457025,3,69,19,74
1,119406343,13261847457226,3,63,4,61
1,119406344,13261847457311,3,55,-1,54
1,119406345,13261847457511,3,43,-2,45
1,119406346,13261847457617,3,29,-14,37
1,119406347,13261847457812,3,19,-14,28
1,119406348,13261847457908,3,5,-33,41
1,119406349,13261847458108,3,-9,-27,47
1,119406350,13261847458208,3,-21,-34,51
1,119406351,13261847458408,3,-32,-41,54
1,119406352,13261847458508,3,-40,-46,79
1,119406353,13261847458708,3,-45,-53,98
1,119406354,13261847458917,3,-51,-53,107
1,119406355,13261847459027,3,-54,-56,124
1,119406356,13261847459211,3,-53,-58,140
1,119406357,13261847459308,3,-52,-63,162
1,119406358,13261847459508,3,-51,-60,184
